id,split,locale,label,secondary,is_fallback,text,review_status
train-0302,train-single,zh,safety,,0,愿出入平安，送给我在意的人。,template-reviewed
train-0303,train-single,zh,safety,,0,愿望很简单，旅途顺利。,template-reviewed
train-0304,train-single,zh,safety,,0,愿健康安稳，送给我在意的人。,template-reviewed
train-0305,train-single,zh,abundance,,0,我的愿望是事业有成，在新的日子里。,template-reviewed
train-0306,train-single,en,reunion,,0,I want to see a festival together for the people close to me.,template-reviewed
train-0307,train-single,en,reunion,,0,I sincerely hope for joyful reunion in the days ahead.,template-reviewed
train-0308,train-single,zh,abundance,,0,愿收获满满，一直记在心里。,template-reviewed
train-0309,train-ambiguous,zh,abundance,,1,窗外有三棵树 2,template-reviewed
train-0310,train-mixed,zh,abundance,joy,0,愿事业有成；更希望分享喜悦。,template-reviewed
train-0311,train-ambiguous,en,reunion,,1,there are three cups 4,template-reviewed
train-0312,train-single,zh,reunion,,0,此刻我盼望早日回家。,template-reviewed
train-0313,train-single,en,longevity,,0,Let this wish carry goodness that continues and I will keep it in my heart.,template-reviewed
train-0314,train-ambiguous,zh,joy,,1,窗外有三棵树 2,template-reviewed
train-0315,train-single,zh,reunion,,0,想对明天说：一家团圆，从今天开始。,template-reviewed
train-0316,train-ambiguous,en,courage,,1,I wrote a short note 3,template-reviewed
train-0317,train-ambiguous,en,joy,,1,there are three cups 3,template-reviewed
train-0318,train-single,zh,reunion,,0,愿望很简单，共度佳节，一直记在心里。,template-reviewed
train-0319,train-single,en,courage,,0,Please weave a wish for brave new start in the days ahead.,template-reviewed
train-0320,train-single,en,abundance,,0,Let this wish carry success in my work in the days ahead.,template-reviewed
train-0321,train-single,zh,reunion,,0,我希望早日回家，送给我在意的人。,template-reviewed
train-0322,train-single,zh,reunion,,0,真心期待与故友重逢，在新的日子里。,template-reviewed
train-0323,train-single,zh,safety,,0,请替我织下家人平安，不负每一次等待。,template-reviewed
train-0324,train-single,zh,courage,,0,今年最想看到勇敢向前，在新的日子里。,template-reviewed
train-0325,train-ambiguous,en,longevity,,1,I wrote a short note 1,template-reviewed
train-0326,train-single,en,longevity,,0,I want to see family stories lasting generations as good things unfold.,template-reviewed
train-0327,train-ambiguous,zh,safety,,1,今天穿蓝色衣服 4,template-reviewed
train-0328,train-ambiguous,en,courage,,1,I wrote a short note 1,template-reviewed
train-0329,train-ambiguous,en,abundance,,1,the window faces east 2,template-reviewed
train-0330,train-single,zh,courage,,0,请替我织下跨过难关，愿好事慢慢发生。,template-reviewed
train-0331,train-mixed,en,abundance,joy,0,"I wish for a thriving home, and also wonderful news.",template-reviewed
train-0332,train-ambiguous,en,safety,,1,this is an ordinary sentence 3,template-reviewed
train-0333,train-mixed,en,joy,safety,0,May there be lasting happiness; I also hope for gentle protection.,template-reviewed
train-0334,train-single,zh,joy,,0,今年最想看到心里明亮，从今天开始。,template-reviewed
train-0335,train-single,zh,longevity,,0,请替我织下情谊长久。谢谢此刻的自己。,template-reviewed
train-0336,train-single,en,courage,,0,My heart asks for brave new start after every patient wait.,template-reviewed
train-0337,train-single,en,joy,,0,"For tomorrow, I wish for sharing delight for everyone I care about.",template-reviewed
train-0338,train-single,en,joy,,0,"For tomorrow, I wish for bright heart.",template-reviewed
train-0339,train-mixed,zh,courage,joy,0,真心期待勇敢向前，也愿心里明亮。,template-reviewed
train-0340,train-ambiguous,zh,reunion,,1,这是一段普通描述 1,template-reviewed
train-0341,train-ambiguous,zh,safety,,1,我在学习一门新语言 2,template-reviewed
train-0342,train-ambiguous,en,abundance,,1,the room is quiet 3,template-reviewed
train-0343,train-single,zh,reunion,,0,愿再见想念的人，愿好事慢慢发生。,template-reviewed
train-0344,train-single,zh,abundance,,0,我希望事业有成。,template-reviewed
train-0345,train-single,en,joy,,0,I wish for finding happiness after every patient wait.,template-reviewed
train-0346,train-mixed,en,safety,reunion,0,"For tomorrow, I wish for gentle protection, while carrying meeting old friends again.",template-reviewed
train-0347,train-ambiguous,en,reunion,,1,the room is quiet 1,template-reviewed
train-0348,train-single,zh,longevity,,0,我的愿望是岁月绵长，在新的日子里。,template-reviewed
train-0349,train-ambiguous,zh,reunion,,1,今天穿蓝色衣服 3,template-reviewed
train-0350,train-single,zh,longevity,,0,我希望长辈长寿。,template-reviewed
train-0351,train-mixed,en,abundance,reunion,0,"My simple wish is a thriving home, and also gathering around one table.",template-reviewed
train-0352,train-ambiguous,zh,courage,,1,桌上放着一本书 4,template-reviewed
train-0353,train-single,zh,safety,,0,请替我织下家人平安，不负每一次等待。,template-reviewed
train-0354,train-single,en,longevity,,0,My simple wish is a long healthy life for the people close to me.,template-reviewed
train-0355,train-single,zh,safety,,0,把这个心愿送给未来：健康安稳，在新的日子里。,template-reviewed
train-0356,train-ambiguous,en,joy,,1,this is an ordinary sentence 2,template-reviewed
train-0357,train-ambiguous,en,longevity,,1,the window faces east 1,template-reviewed
train-0358,train-single,zh,safety,,0,把这个心愿送给未来：健康安稳，在新的日子里。,template-reviewed
train-0359,train-single,en,abundance,,0,I wish for prosperity through the seasons—this matters deeply to me.,template-reviewed
train-0360,train-mixed,en,safety,abundance,0,"Let this wish carry gentle protection, while carrying a plentiful life.",template-reviewed
train-0361,train-single,en,abundance,,0,Let this wish carry an abundant harvest—this matters deeply to me.,template-reviewed
train-0362,train-single,zh,reunion,,0,真心期待再见想念的人，这是我最珍重的期待。,template-reviewed
train-0363,train-ambiguous,zh,longevity,,1,这是一段普通描述 3,template-reviewed
train-0364,train-single,zh,courage,,0,今年最想看到拥有勇气，在新的日子里。,template-reviewed
train-0365,train-single,en,safety,,0,May there be gentle protection in the days ahead.,template-reviewed
train-0366,train-ambiguous,en,courage,,1,I wrote a short note 2,template-reviewed
train-0367,train-single,en,joy,,0,I want to see a playful life—this matters deeply to me.,template-reviewed
train-0368,train-single,zh,courage,,0,把这个心愿送给未来：不惧风雨。谢谢此刻的自己。,template-reviewed
train-0369,train-ambiguous,zh,safety,,1,我在学习一门新语言 3,template-reviewed
train-0370,train-mixed,en,reunion,longevity,0,"This year I hope for seeing those I miss, while carrying growing old together.",template-reviewed
train-0371,train-single,en,joy,,0,I want to see lasting happiness for the people close to me.,template-reviewed
train-0372,train-single,zh,courage,,0,真心期待跨过难关，也送给每一个努力的人。,template-reviewed
train-0373,train-single,en,reunion,,0,Let this wish carry coming home soon for the people close to me.,template-reviewed
train-0374,train-ambiguous,zh,joy,,1,窗外有三棵树 1,template-reviewed
train-0375,train-single,en,joy,,0,I sincerely hope for joy every day for everyone I care about.,template-reviewed
train-0376,train-mixed,zh,safety,reunion,0,我的愿望是生活安定，还想把祝福送给共度佳节。,template-reviewed
train-0377,train-single,zh,longevity,,0,请替我织下家族故事代代相传，这是我最珍重的期待。,template-reviewed
train-0378,train-ambiguous,zh,joy,,1,今天穿蓝色衣服 2,template-reviewed
train-0379,train-single,zh,longevity,,0,请替我织下福寿安康。谢谢此刻的自己。,template-reviewed
train-0380,train-single,zh,longevity,,0,愿家族故事代代相传，也送给每一个努力的人。,template-reviewed
train-0381,train-ambiguous,zh,safety,,1,这是一段普通描述 4,template-reviewed
train-0382,train-ambiguous,zh,abundance,,1,今天穿蓝色衣服 4,template-reviewed
train-0383,train-single,en,reunion,,0,I sincerely hope for our family reunites as good things unfold.,template-reviewed
train-0384,train-ambiguous,zh,courage,,1,窗外有三棵树 4,template-reviewed
train-0385,train-single,zh,joy,,0,此刻我盼望日日欢喜，在新的日子里。,template-reviewed
train-0386,train-single,en,reunion,,0,My heart asks for seeing those I miss.,template-reviewed
train-0387,train-mixed,zh,joy,reunion,0,把这个心愿送给未来：分享喜悦，也愿家人围坐。,template-reviewed
train-0388,train-single,zh,reunion,,0,我的愿望是团聚有期，不负每一次等待。,template-reviewed
train-0389,train-single,zh,courage,,0,把这个心愿送给未来：重新出发。谢谢此刻的自己。,template-reviewed
train-0390,train-single,en,safety,,0,My heart asks for peace at home and I will keep it in my heart.,template-reviewed
train-0391,train-single,zh,longevity,,0,愿陪伴到老，一直记在心里。,template-reviewed
train-0392,train-mixed,en,reunion,safety,0,"My heart asks for coming home soon, together with safe travels.",template-reviewed
train-0393,train-mixed,zh,longevity,reunion,0,我希望福寿安康，还想把祝福送给与故友重逢。,template-reviewed
train-0394,train-ambiguous,en,longevity,,1,there are three cups 3,template-reviewed
train-0395,train-single,zh,reunion,,0,我希望家人围坐，送给我在意的人。,template-reviewed
train-0396,train-single,zh,courage,,0,愿望很简单，重新出发，一直记在心里。,template-reviewed
train-0397,train-single,en,longevity,,0,"For tomorrow, I wish for purpose that endures.",template-reviewed
train-0398,train-single,zh,abundance,,0,我希望五谷丰登。,template-reviewed
train-0399,train-single,zh,longevity,,0,今年最想看到初心长存，送给我在意的人。,template-reviewed
train-0400,train-single,en,safety,,0,May there be a calm life for the people close to me.,template-reviewed
train-0401,train-single,zh,joy,,0,请替我织下笑容常在，一直记在心里。,template-reviewed
train-0402,train-mixed,en,reunion,courage,0,"I wish for a joyful reunion, and also finding my courage.",template-reviewed
train-0403,train-single,en,longevity,,0,"For tomorrow, I wish for longevity for my elders for everyone I care about.",template-reviewed
train-0404,train-single,zh,joy,,0,此刻我盼望分享喜悦，在新的日子里。,template-reviewed
train-0405,train-single,zh,abundance,,0,我希望五谷丰登。,template-reviewed
train-0406,train-single,en,longevity,,0,Let this wish carry longevity for my elders and I will keep it in my heart.,template-reviewed
train-0407,train-ambiguous,zh,abundance,,1,窗外有三棵树 4,template-reviewed
train-0408,train-single,en,safety,,0,I sincerely hope for gentle protection for the people close to me.,template-reviewed
train-0409,train-single,en,longevity,,0,I sincerely hope for many meaningful years for everyone I care about.,template-reviewed
train-0410,train-single,en,courage,,0,My heart asks for strength through storms starting today.,template-reviewed
train-0411,train-single,zh,joy,,0,我希望分享喜悦，不负每一次等待。,template-reviewed
train-0412,train-single,en,reunion,,0,I want to see meeting old friends again in the days ahead.,template-reviewed
train-0413,train-single,zh,joy,,0,愿收获快乐，愿好事慢慢发生。,template-reviewed
train-0414,train-single,zh,abundance,,0,此刻我盼望事业有成，从今天开始。,template-reviewed
train-0415,train-ambiguous,zh,abundance,,1,我在学习一门新语言 1,template-reviewed
train-0416,train-ambiguous,en,reunion,,1,this is an ordinary sentence 1,template-reviewed
train-0417,train-ambiguous,zh,longevity,,1,这是一段普通描述 2,template-reviewed
train-0418,train-single,en,joy,,0,This year I hope for bright heart starting today.,template-reviewed
train-0419,train-single,zh,joy,,0,请替我织下收获快乐，一直记在心里。,template-reviewed
train-0420,train-single,en,reunion,,0,This year I hope for our family reunites and I will keep it in my heart.,template-reviewed
train-0421,train-single,zh,longevity,,0,愿望很简单，福寿安康，也送给每一个努力的人。,template-reviewed
train-0422,train-single,en,safety,,0,May there be everyone stays well starting today.,template-reviewed
train-0423,train-single,zh,longevity,,0,此刻我盼望长辈长寿，从今天开始。,template-reviewed
train-0424,train-ambiguous,en,reunion,,1,this is an ordinary sentence 3,template-reviewed
train-0425,train-single,zh,longevity,,0,真心期待家族故事代代相传。谢谢此刻的自己。,template-reviewed
train-0426,train-single,en,safety,,0,May there be a calm life for the people close to me.,template-reviewed
train-0427,train-single,en,safety,,0,I sincerely hope for gentle protection for the people close to me.,template-reviewed
train-0428,train-single,en,joy,,0,This year I hope for bright heart starting today.,template-reviewed
train-0429,train-ambiguous,en,longevity,,1,there are three cups 2,template-reviewed
train-0430,train-single,en,joy,,0,This year I hope for wonderful news starting today.,template-reviewed
train-0431,train-single,en,joy,,0,May there be sharing delight with gratitude for this moment.,template-reviewed
train-0432,train-single,zh,reunion,,0,此刻我盼望团聚有期。,template-reviewed
train-0433,train-mixed,zh,reunion,longevity,0,愿望很简单，早日回家；更希望美好延续。,template-reviewed
train-0434,train-single,en,reunion,,0,"For tomorrow, I wish for coming home soon.",template-reviewed
train-0435,train-single,zh,courage,,0,愿望很简单，跨过难关，一直记在心里。,template-reviewed
train-0436,train-ambiguous,zh,longevity,,1,窗外有三棵树 2,template-reviewed
train-0437,train-ambiguous,zh,abundance,,1,这是一段普通描述 2,template-reviewed
train-0438,train-ambiguous,zh,courage,,1,这是一段普通描述 4,template-reviewed
train-0439,train-mixed,en,abundance,safety,0,"Let this wish carry rewarding results, while carrying a peaceful journey.",template-reviewed
train-0440,train-ambiguous,zh,reunion,,1,我在学习一门新语言 1,template-reviewed
train-0441,train-single,en,reunion,,0,May there be a joyful reunion after every patient wait.,template-reviewed
train-0442,train-single,en,safety,,0,This year I hope for calm life in the days ahead.,template-reviewed
train-0443,train-mixed,zh,courage,longevity,0,把这个心愿送给未来：坚持自己的选择；更希望美好延续。,template-reviewed
train-0444,train-single,zh,abundance,,0,真心期待灵感丰沛，愿好事慢慢发生。,template-reviewed
train-0445,train-ambiguous,en,safety,,1,the room is quiet 2,template-reviewed
train-0446,train-mixed,zh,joy,reunion,0,想对明天说：笑容常在，同时盼望再见想念的人。,template-reviewed
train-0447,train-single,en,reunion,,0,My simple wish is a festival together in the days ahead.,template-reviewed
train-0448,train-ambiguous,zh,joy,,1,这是一段普通描述 2,template-reviewed
train-0449,train-single,en,reunion,,0,I sincerely hope for our family reunites as good things unfold.,template-reviewed
train-0450,train-single,zh,reunion,,0,愿共度佳节，这是我最珍重的期待。,template-reviewed
train-0451,train-single,en,abundance,,0,"For tomorrow, I wish for success in my work for the people close to me.",template-reviewed
train-0452,train-ambiguous,en,safety,,1,the window faces east 4,template-reviewed
train-0453,train-single,zh,reunion,,0,我希望一家团圆，送给我在意的人。,template-reviewed
train-0454,train-mixed,en,longevity,reunion,0,"I want to see goodness that continues, and also gathering around one table.",template-reviewed
train-0455,train-single,en,joy,,0,May there be a bright heart after every patient wait.,template-reviewed
train-0456,train-single,en,abundance,,0,My simple wish is prosperity through the seasons and I will keep it in my heart.,template-reviewed
train-0457,train-single,zh,abundance,,0,我希望努力结出果实，在新的日子里。,template-reviewed
train-0458,train-single,en,abundance,,0,My simple wish is abundant inspiration and I will keep it in my heart.,template-reviewed
train-0459,train-mixed,zh,courage,longevity,0,想对明天说：跨过难关，同时盼望家族故事代代相传。,template-reviewed
train-0460,train-single,zh,longevity,,0,我希望长辈长寿。,template-reviewed
train-0461,train-single,en,reunion,,0,Please weave a wish for loved ones together starting today.,template-reviewed
train-0462,train-single,zh,courage,,0,我希望勇敢向前，送给我在意的人。,template-reviewed
train-0463,train-single,en,abundance,,0,Please weave a wish for rewarding results for the people close to me.,template-reviewed
train-0464,train-single,zh,joy,,0,愿望很简单，生活有趣。谢谢此刻的自己。,template-reviewed
train-0465,train-single,en,safety,,0,My heart asks for safe travels for the people close to me.,template-reviewed
train-0466,train-mixed,zh,courage,reunion,0,请替我织下拥有勇气；更希望一家团圆。,template-reviewed
train-0467,train-single,zh,longevity,,0,把这个心愿送给未来：情谊长久，这是我最珍重的期待。,template-reviewed
train-0468,train-single,en,longevity,,0,My simple wish is a lasting friendship and I will keep it in my heart.,template-reviewed
train-0469,train-ambiguous,en,longevity,,1,I wrote a short note 2,template-reviewed
train-0470,train-single,en,abundance,,0,This year I hope for abundant harvest for everyone I care about.,template-reviewed
train-0471,train-single,en,safety,,0,I sincerely hope for peaceful journey and I will keep it in my heart.,template-reviewed
train-0472,train-single,en,longevity,,0,I want to see a lasting friendship for everyone I care about.,template-reviewed
train-0473,train-single,zh,longevity,,0,想对明天说：岁月绵长，不负每一次等待。,template-reviewed
train-0474,train-single,zh,abundance,,0,真心期待收获满满，愿好事慢慢发生。,template-reviewed
train-0475,train-single,zh,abundance,,0,愿望很简单，灵感丰沛，也送给每一个努力的人。,template-reviewed
train-0476,train-ambiguous,en,safety,,1,there are three cups 2,template-reviewed
train-0477,train-single,zh,abundance,,0,把这个心愿送给未来：收获满满，这是我最珍重的期待。,template-reviewed
train-0478,train-mixed,zh,courage,joy,0,真心期待拥有勇气；更希望日日欢喜。,template-reviewed
train-0479,train-ambiguous,en,reunion,,1,the room is quiet 4,template-reviewed
train-0480,train-single,en,joy,,0,I wish for many reasons to smile in the days ahead.,template-reviewed
train-0481,train-single,zh,reunion,,0,我希望早日回家，送给我在意的人。,template-reviewed
train-0482,train-single,en,courage,,0,I want to see strength through storms.,template-reviewed
train-0483,train-single,zh,joy,,0,我的愿望是心里明亮。,template-reviewed
train-0484,train-single,zh,longevity,,0,想对明天说：岁月绵长，不负每一次等待。,template-reviewed
train-0485,train-single,zh,joy,,0,想对明天说：遇见好消息，一直记在心里。,template-reviewed
train-0486,train-single,zh,joy,,0,我的愿望是遇见好消息，也送给每一个努力的人。,template-reviewed
train-0487,train-ambiguous,en,safety,,1,this is an ordinary sentence 1,template-reviewed
train-0488,train-single,en,abundance,,0,I want to see abundant inspiration for everyone I care about.,template-reviewed
train-0489,train-ambiguous,en,courage,,1,this is an ordinary sentence 3,template-reviewed
train-0490,train-single,en,safety,,0,I sincerely hope for everyone stays well after every patient wait.,template-reviewed
train-0491,train-single,zh,courage,,0,此刻我盼望勇敢向前。,template-reviewed
train-0492,train-mixed,en,safety,longevity,0,"I sincerely hope for everyone stays well, while carrying growing old together.",template-reviewed
train-0493,train-mixed,en,courage,abundance,0,"I wish for finding my courage, together with an abundant harvest.",template-reviewed
train-0494,train-single,zh,abundance,,0,我希望事业有成。,template-reviewed
train-0495,train-single,en,joy,,0,My heart asks for lasting happiness.,template-reviewed
train-0496,train-ambiguous,en,abundance,,1,the window faces east 1,template-reviewed
train-0497,train-single,en,abundance,,0,My simple wish is a plentiful life—this matters deeply to me.,template-reviewed
train-0498,train-ambiguous,en,longevity,,1,this is an ordinary sentence 4,template-reviewed
train-0499,train-single,en,longevity,,0,Please weave a wish for family stories lasting generations—this matters deeply to me.,template-reviewed
train-0500,train-single,en,safety,,0,Let this wish carry a peaceful journey for everyone I care about.,template-reviewed
train-0501,train-single,zh,courage,,0,愿成长得更坚韧，愿好事慢慢发生。,template-reviewed
train-0502,train-single,en,longevity,,0,My heart asks for long healthy life starting today.,template-reviewed
train-0503,train-single,zh,longevity,,0,请替我织下福寿安康。谢谢此刻的自己。,template-reviewed
train-0504,train-single,zh,reunion,,0,我希望团聚有期，送给我在意的人。,template-reviewed
train-0505,train-mixed,en,joy,abundance,0,"My heart asks for a bright heart, together with a thriving home.",template-reviewed
train-0506,train-mixed,en,reunion,safety,0,I sincerely hope for a festival together; I also hope for gentle protection.,template-reviewed
train-0507,train-single,en,longevity,,0,Please weave a wish for lasting friendship with gratitude for this moment.,template-reviewed
train-0508,train-mixed,zh,longevity,abundance,0,今年最想看到福寿安康，还想把祝福送给生活丰足。,template-reviewed
train-0509,train-single,en,abundance,,0,Please weave a wish for abundant inspiration with gratitude for this moment.,template-reviewed
train-0510,train-single,zh,longevity,,0,愿望很简单，家族故事代代相传，愿好事慢慢发生。,template-reviewed
train-0511,train-mixed,en,courage,longevity,0,"Please weave a wish for finding my courage, together with longevity for my elders.",template-reviewed
train-0512,train-single,zh,reunion,,0,想对明天说：家人围坐，从今天开始。,template-reviewed
train-0513,train-single,zh,abundance,,0,请替我织下生活丰足。谢谢此刻的自己。,template-reviewed
train-0514,train-single,en,reunion,,0,I want to see meeting old friends again in the days ahead.,template-reviewed
train-0515,train-mixed,zh,safety,courage,0,真心期待旅途顺利；更希望勇敢向前。,template-reviewed
train-0516,train-single,en,longevity,,0,I sincerely hope for longevity for my elders—this matters deeply to me.,template-reviewed
train-0517,train-mixed,zh,joy,abundance,0,此刻我盼望收获快乐，还想把祝福送给生活丰足。,template-reviewed
train-0518,train-single,zh,longevity,,0,愿望很简单，陪伴到老，也送给每一个努力的人。,template-reviewed
train-0519,train-ambiguous,zh,safety,,1,这是一段普通描述 2,template-reviewed
train-0520,train-single,zh,abundance,,0,我的愿望是家业兴旺，在新的日子里。,template-reviewed
train-0521,train-mixed,zh,joy,courage,0,今年最想看到收获快乐，还想把祝福送给跨过难关。,template-reviewed
train-0522,train-single,zh,courage,,0,此刻我盼望勇敢向前。,template-reviewed
train-0523,train-single,zh,abundance,,0,把这个心愿送给未来：灵感丰沛，这是我最珍重的期待。,template-reviewed
train-0524,train-single,en,reunion,,0,My simple wish is seeing those I miss in the days ahead.,template-reviewed
train-0525,train-single,en,abundance,,0,Please weave a wish for abundant inspiration with gratitude for this moment.,template-reviewed
train-0526,train-single,zh,abundance,,0,想对明天说：家业兴旺，不负每一次等待。,template-reviewed
train-0527,train-ambiguous,zh,courage,,1,今天穿蓝色衣服 1,template-reviewed
train-0528,train-single,zh,courage,,0,我希望拥有勇气，送给我在意的人。,template-reviewed
train-0529,train-ambiguous,en,courage,,1,this is an ordinary sentence 4,template-reviewed
train-0530,train-ambiguous,en,joy,,1,this is an ordinary sentence 4,template-reviewed
train-0531,train-ambiguous,en,reunion,,1,I wrote a short note 4,template-reviewed
train-0532,train-single,en,joy,,0,My simple wish is a playful life with gratitude for this moment.,template-reviewed
train-0533,train-single,zh,longevity,,0,今年最想看到岁月绵长，送给我在意的人。,template-reviewed
train-0534,train-single,zh,safety,,0,此刻我盼望岁岁康宁，这是我最珍重的期待。,template-reviewed
train-0535,train-single,zh,abundance,,0,此刻我盼望事业有成，从今天开始。,template-reviewed
train-0536,train-single,en,reunion,,0,I sincerely hope for joyful reunion in the days ahead.,template-reviewed
train-0537,train-mixed,zh,abundance,courage,0,请替我织下努力结出果实；更希望勇敢向前。,template-reviewed
train-0538,train-single,en,longevity,,0,This year I hope for purpose that endures starting today.,template-reviewed
train-0539,train-mixed,zh,joy,abundance,0,此刻我盼望笑容常在，同时盼望四季富足。,template-reviewed
train-0540,train-single,en,abundance,,0,Let this wish carry a thriving home with gratitude for this moment.,template-reviewed
train-0541,train-single,en,joy,,0,My simple wish is many reasons to smile for the people close to me.,template-reviewed
train-0542,train-single,en,longevity,,0,I wish for long healthy life in the days ahead.,template-reviewed
train-0543,train-single,zh,abundance,,0,把这个心愿送给未来：四季富足，这是我最珍重的期待。,template-reviewed
train-0544,train-single,en,courage,,0,My heart asks for growing resilient after every patient wait.,template-reviewed
train-0545,train-ambiguous,en,longevity,,1,the room is quiet 3,template-reviewed
train-0546,train-single,zh,longevity,,0,此刻我盼望初心长存，从今天开始。,template-reviewed
train-0547,train-single,en,reunion,,0,May there be gathering around one table after every patient wait.,template-reviewed
train-0548,train-ambiguous,en,reunion,,1,I wrote a short note 3,template-reviewed
train-0549,train-single,zh,safety,,0,想对明天说：岁岁康宁，一直记在心里。,template-reviewed
train-0550,train-single,zh,safety,,0,愿望很简单，出入平安。,template-reviewed
train-0551,train-ambiguous,en,abundance,,1,the window faces east 3,template-reviewed
train-0552,train-single,en,safety,,0,My heart asks for health and safety for everyone I care about.,template-reviewed
train-0553,train-single,zh,abundance,,0,真心期待四季富足，愿好事慢慢发生。,template-reviewed
train-0554,train-single,en,joy,,0,I sincerely hope for sharing delight—this matters deeply to me.,template-reviewed
train-0555,train-single,en,abundance,,0,"For tomorrow, I wish for thriving home—this matters deeply to me.",template-reviewed
train-0556,train-single,zh,joy,,0,想对明天说：分享喜悦，送给我在意的人。,template-reviewed
train-0557,train-single,en,longevity,,0,My simple wish is family stories lasting generations for everyone I care about.,template-reviewed
train-0558,train-ambiguous,zh,joy,,1,我在学习一门新语言 2,template-reviewed
train-0559,train-single,zh,courage,,0,我的愿望是勇敢向前，不负每一次等待。,template-reviewed
train-0560,train-single,zh,courage,,0,想对明天说：拥有勇气，从今天开始。,template-reviewed
train-0561,train-single,zh,abundance,,0,请替我织下收获满满。谢谢此刻的自己。,template-reviewed
train-0562,train-single,en,courage,,0,I sincerely hope for steady heart.,template-reviewed
train-0563,train-single,en,safety,,0,My simple wish is safe travels after every patient wait.,template-reviewed
train-0564,train-mixed,en,courage,abundance,0,"For tomorrow, I wish for a brave new start, while carrying a plentiful life.",template-reviewed
train-0565,train-single,zh,abundance,,0,我的愿望是事业有成，在新的日子里。,template-reviewed
train-0566,train-single,en,reunion,,0,I wish for festival together after every patient wait.,template-reviewed
train-0567,train-single,zh,reunion,,0,请替我织下亲人常相聚，送给我在意的人。,template-reviewed
train-0568,train-single,zh,joy,,0,我希望心里明亮，不负每一次等待。,template-reviewed
train-0569,train-single,en,courage,,0,I sincerely hope for courage to move forward with gratitude for this moment.,template-reviewed
train-0570,train-single,en,courage,,0,I sincerely hope for courage to move forward with gratitude for this moment.,template-reviewed
train-0571,train-single,en,joy,,0,Please weave a wish for playful life for everyone I care about.,template-reviewed
train-0572,train-ambiguous,zh,abundance,,1,我在学习一门新语言 2,template-reviewed
train-0573,train-ambiguous,zh,longevity,,1,桌上放着一本书 3,template-reviewed
train-0574,train-mixed,en,reunion,longevity,0,This year I hope for meeting old friends again; I also hope for family stories lasting generations.,template-reviewed
train-0575,train-single,zh,reunion,,0,真心期待亲人常相聚，在新的日子里。,template-reviewed
train-0576,train-mixed,zh,safety,courage,0,我希望一路顺遂，同时盼望成长得更坚韧。,template-reviewed
train-0577,train-single,en,joy,,0,My simple wish is a playful life with gratitude for this moment.,template-reviewed
train-0578,train-single,zh,courage,,0,此刻我盼望拥有勇气。,template-reviewed
train-0579,train-single,zh,longevity,,0,请替我织下家族故事代代相传，这是我最珍重的期待。,template-reviewed
train-0580,train-mixed,en,joy,safety,0,"I want to see a bright heart, together with safe travels.",template-reviewed
train-0581,train-single,zh,reunion,,0,把这个心愿送给未来：共度佳节。谢谢此刻的自己。,template-reviewed
train-0582,train-single,zh,safety,,0,我的愿望是生活安定，也送给每一个努力的人。,template-reviewed
train-0583,train-single,en,abundance,,0,"For tomorrow, I wish for effort bearing fruit after every patient wait.",template-reviewed
train-0584,train-single,zh,safety,,0,愿望很简单，健康安稳。,template-reviewed
train-0585,train-single,zh,safety,,0,愿望很简单，健康安稳。,template-reviewed
train-0586,train-mixed,zh,reunion,safety,0,此刻我盼望亲人常相聚，还想把祝福送给一路顺遂。,template-reviewed
train-0587,train-single,zh,courage,,0,把这个心愿送给未来：跨过难关。谢谢此刻的自己。,template-reviewed
train-0588,train-single,zh,reunion,,0,今年最想看到团聚有期，在新的日子里。,template-reviewed
train-0589,train-single,zh,safety,,0,想对明天说：被温柔守护，不负每一次等待。,template-reviewed
train-0590,train-mixed,zh,reunion,abundance,0,我希望与故友重逢，同时盼望四季富足。,template-reviewed
train-0591,train-single,zh,abundance,,0,我的愿望是努力结出果实，从今天开始。,template-reviewed
train-0592,train-single,en,safety,,0,Please weave a wish for my family stays safe after every patient wait.,template-reviewed
train-0593,train-single,zh,joy,,0,此刻我盼望日日欢喜，在新的日子里。,template-reviewed
train-0594,train-mixed,en,joy,reunion,0,"Let this wish carry finding happiness, while carrying meeting old friends again.",template-reviewed
train-0595,train-ambiguous,zh,reunion,,1,我在学习一门新语言 4,template-reviewed
train-0596,train-single,en,reunion,,0,I sincerely hope for coming home soon in the days ahead.,template-reviewed
train-0597,train-mixed,en,safety,courage,0,"May there be everyone stays well, while carrying strength through storms.",template-reviewed
train-0598,train-single,en,longevity,,0,I want to see family stories lasting generations as good things unfold.,template-reviewed
train-0599,train-single,zh,longevity,,0,真心期待情谊长久，愿好事慢慢发生。,template-reviewed
train-0600,train-mixed,zh,abundance,joy,0,我的愿望是四季富足，还想把祝福送给幸福相伴。,template-reviewed
train-0601,train-single,en,longevity,,0,Please weave a wish for family stories lasting generations—this matters deeply to me.,template-reviewed
train-0602,train-single,zh,abundance,,0,把这个心愿送给未来：生活丰足，这是我最珍重的期待。,template-reviewed
train-0603,train-single,en,joy,,0,I wish for finding happiness after every patient wait.,template-reviewed
train-0604,train-single,en,reunion,,0,My heart asks for loved ones together.,template-reviewed
train-0605,train-single,zh,reunion,,0,我的愿望是早日回家，不负每一次等待。,template-reviewed
train-0606,train-single,zh,reunion,,0,愿与故友重逢，从今天开始。,template-reviewed
train-0607,train-single,zh,longevity,,0,此刻我盼望长辈长寿，从今天开始。,template-reviewed
